Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
Rural,Mid,North,Zone 3,8,0,3,4710,Company Owned,32,0,0,1,264,29.0,25,1,C,2,19,32103
Rural,Large,South,Zone 6,6,3,4,5993,Rented,23,0,0,0,211,27.0,18,1,A+,3,23,24127
Rural,Large,North,Zone 6,3,3,3,3403,Company Owned,47,0,1,1,127,32.0,14,1,C,5,23,18130
Rural,Large,South,Zone 5,0,0,2,6581,Company Owned,36,0,0,1,111,30.0,23,0,B,3,14,29141
Rural,Mid,West,Zone 4,5,1,1,5842,Company Owned,51,0,0,0,164,18.0,29,1,B+,4,11,36057
Rural,Large,West,Zone 6,2,0,4,3048,Company Owned,61,0,0,1,214,26.0,23,1,B+,2,23,29118
Rural,Small,North,Zone 1,0,1,3,6028,Company Owned,45,1,0,1,165,42.0,22,0,C,4,3,29071
Rural,Large,West,Zone 5,5,0,2,6899,Rented,52,0,0,0,144,20.0,17,0,A,2,5,21145
Rural,Mid,South,Zone 2,3,1,3,4604,Rented,45,0,0,0,110,40.0,34,1,A+,2,22,45120
Rural,Large,South,Zone 5,0,0,2,5154,Company Owned,27,0,0,1,200,26.0,14,0,A+,6,25,17060
Rural,Large,North,Zone 6,0,0,2,4514,Company Owned,54,0,0,1,55,23.0,17,0,B+,6,28,21059
Rural,Small,North,Zone 6,4,0,2,3995,Company Owned,23,0,1,0,157,39.0,32,0,A,5,9,42131
Rural,Small,West,Zone 1,6,3,3,4430,Rented,37,0,0,0,145,16.0,11,0,B+,3,30,13136
Rural,Small,West,Zone 6,0,1,3,4899,Company Owned,36,0,0,1,183,37.0,25,0,C,5,15,32077
Urban,Small,West,Zone 6,5,1,3,4822,Company Owned,24,0,0,1,100,28.0,25,1,B+,2,15,30089
Rural,Large,South,Zone 5,0,1,4,6131,Company Owned,41,0,0,1,251,35.0,18,0,B+,1,14,21097
Rural,Small,North,Zone 6,1,0,2,4971,Rented,55,0,0,0,215,29.0,22,0,C,2,8,30129
Rural,Mid,East,Zone 3,0,1,5,5513,Company Owned,29,0,0,1,95,38.0,25,0,C,4,27,32094
Rural,Small,South,Zone 6,4,1,3,5925,Rented,50,0,0,1,201,23.0,18,0,B+,5,9,20090
Rural,Small,North,Zone 1,4,3,3,5588,Company Owned,50,0,0,0,220,20.0,18,0,B,6,3,21148
Rural,Large,South,Zone 5,2,0,2,4127,Company Owned,21,0,0,1,63,17.0,5,1,C,3,14,6099
Rural,Mid,South,Zone 2,1,0,3,4974,Company Owned,50,0,0,1,90,27.0,6,0,B,3,12,7097
Rural,Mid,South,Zone 3,5,1,2,4085,Rented,29,0,0,0,256,38.0,23,0,C,1,27,30066
Rural,Mid,West,Zone 3,3,0,2,5135,Company Owned,54,0,0,1,263,30.0,9,0,B+,6,19,11090
Rural,Large,West,Zone 6,4,0,4,3592,Rented,28,0,0,1,67,26.0,14,1,B+,5,23,16150
Rural,Large,West,Zone 5,7,1,3,5154,Company Owned,32,0,0,1,202,33.0,27,0,B,3,14,33075
Rural,Small,South,Zone 1,0,0,2,8599,Rented,19,0,0,1,104,25.0,5,0,B,5,31,6140
Rural,Mid,South,Zone 2,2,0,2,4933,Company Owned,58,0,0,1,177,34.0,20,0,A,4,22,25139
Rural,Large,West,Zone 5,6,0,4,4807,Company Owned,20,1,0,1,165,37.0,17,1,A,4,10,23137
Rural,Small,North,Zone 1,0,0,4,4872,Company Owned,67,0,0,1,99,27.0,22,0,A,2,21,30124
Rural,Large,North,Zone 6,1,0,4,5154,Company Owned,21,0,0,1,133,39.0,26,0,C,3,28,33121
Rural,Large,North,Zone 5,6,0,4,4238,Rented,51,0,0,1,70,27.0,34,1,B,6,17,41145
Rural,Mid,West,Zone 3,3,1,4,3864,Company Owned,48,0,0,1,153,24.0,23,0,C,6,19,29124
Rural,Large,West,Zone 6,3,2,3,4100,Company Owned,31,0,1,1,249,24.0,18,0,A,2,23,23130
Rural,Small,North,Zone 6,0,1,3,4382,Rented,67,0,0,0,266,20.0,24,0,A,6,13,32072
Rural,Large,North,Zone 6,8,1,3,3953,Company Owned,33,1,0,1,90,32.0,34,0,C,6,28,44097
Rural,Large,North,Zone 6,4,0,2,5825,Company Owned,45,0,0,1,180,30.0,24,1,A+,3,28,31123
Rural,Large,North,Zone 6,8,0,3,6574,Rented,52,0,0,1,131,27.0,27,0,C,3,7,34073
Rural,Mid,West,Zone 4,7,0,3,5183,Rented,70,0,0,1,267,29.0,24,0,B,5,26,30103
Rural,Mid,South,Zone 2,7,0,4,5823,Rented,19,1,0,1,128,39.0,25,1,B+,5,32,29063
Rural,Mid,West,Zone 2,0,0,5,4222,Company Owned,42,0,0,0,56,19.0,4,0,C,1,1,5148
Rural,Large,North,Zone 6,8,1,5,3678,Company Owned,41,0,0,1,128,32.0,16,0,B+,5,6,20060
Rural,Large,West,Zone 6,7,0,4,4051,Rented,39,1,0,1,76,45.0,21,0,A,6,6,29101
Rural,Large,North,Zone 6,8,1,2,4033,Company Owned,33,0,0,1,262,25.0,27,0,C,5,23,35063
Rural,Large,West,Zone 5,4,2,4,3851,Company Owned,20,1,0,1,169,22.0,24,1,C,4,24,31125
Rural,Large,North,Zone 5,3,0,4,3001,Rented,51,0,0,1,249,23.0,18,0,B+,2,25,21143
Rural,Small,North,Zone 6,6,0,4,4506,Rented,61,0,0,1,193,31.0,6,1,C,2,13,8094
Rural,Mid,South,Zone 2,7,0,2,4696,Company Owned,18,0,0,1,228,33.0,5,0,A,6,32,7097
Rural,Large,North,Zone 6,6,0,2,4643,Rented,58,1,0,1,120,39.0,25,0,B+,3,28,29074
Rural,Mid,South,Zone 4,7,0,2,4902,Rented,41,1,0,1,79,31.0,21,1,B+,4,26,26106
Rural,Mid,West,Zone 4,7,0,3,5327,Rented,39,0,0,1,250,38.0,5,0,B+,1,26,6121
Rural,Mid,West,Zone 3,7,1,2,6226,Company Owned,28,0,1,1,90,27.0,20,1,B+,2,27,23068
Rural,Mid,North,Zone 3,2,0,2,4997,Company Owned,42,0,0,1,146,35.0,30,0,B+,3,27,36094
Rural,Large,South,Zone 5,6,0,4,4831,Rented,22,0,0,0,220,13.0,24,1,C,3,10,32067
Rural,Mid,West,Zone 4,6,1,4,5135,Company Owned,57,0,0,0,159,33.0,17,0,B,4,11,20137
Rural,Large,South,Zone 5,7,0,2,2926,Rented,36,0,0,1,265,25.0,24,0,A,5,14,32132
Rural,Mid,West,Zone 2,6,2,4,4723,Rented,25,0,0,1,133,24.0,13,0,C,6,18,17089
Rural,Mid,South,Zone 4,0,0,2,3737,Company Owned,60,0,0,0,109,17.0,29,0,B,3,26,37093
Rural,Mid,North,Zone 4,5,0,4,5198,Rented,32,0,0,1,139,31.0,19,1,A+,4,26,25077
Rural,Mid,North,Zone 3,4,1,4,4639,Rented,66,0,0,0,181,16.0,25,0,C,6,27,32104
Rural,Mid,South,Zone 2,8,0,2,5723,Rented,70,0,0,1,72,27.0,32,1,A+,5,32,42115
Rural,Large,North,Zone 6,2,0,4,5678,Rented,34,0,0,0,128,31.0,27,0,A,6,4,36086
Rural,Mid,West,Zone 4,0,0,3,5529,Rented,16,0,0,1,80,26.0,10,0,A,6,11,13064
Rural,Large,West,Zone 6,0,1,3,3717,Rented,60,0,0,1,155,23.0,22,0,B,4,23,27075
Rural,Small,North,Zone 6,7,1,1,3830,Company Owned,31,0,0,1,267,27.0,8,0,C,6,13,11137
Rural,Mid,West,Zone 4,6,4,4,5324,Rented,51,0,0,1,168,35.0,32,0,C,2,11,41145
Rural,Mid,South,Zone 3,8,1,2,5375,Rented,67,1,0,1,180,34.0,23,1,B,3,27,28124
Rural,Mid,South,Zone 4,0,0,2,5206,Rented,17,0,0,1,198,31.0,16,0,A+,6,26,21065
Rural,Mid,North,Zone 4,0,0,2,6428,Company Owned,42,0,0,0,115,37.0,25,0,B+,3,26,29145
Rural,Mid,West,Zone 4,0,2,4,5080,Rented,64,0,0,0,180,29.0,23,0,B,4,11,28087
Rural,Small,South,Zone 6,6,0,2,3968,Company Owned,42,0,0,1,129,32.0,29,0,C,3,15,39095
Rural,Large,North,Zone 6,8,0,4,5568,Company Owned,23,0,0,1,237,25.0,6,0,B,1,4,7139
Rural,Large,West,Zone 5,3,1,3,3529,Rented,24,0,0,0,261,20.0,5,0,A,3,5,6064
Rural,Mid,South,Zone 2,6,0,3,4959,Rented,20,0,0,1,191,20.0,19,0,B+,6,32,22059
Rural,Mid,North,Zone 4,5,0,3,5093,Rented,31,0,0,0,72,22.0,9,0,B+,3,26,11102
Rural,Large,West,Zone 5,0,1,2,3078,Rented,70,0,0,0,56,18.0,10,0,B,4,10,12126
Rural,Large,West,Zone 6,5,1,5,3954,Company Owned,56,0,0,1,60,33.0,4,1,A+,6,23,5124
Rural,Large,West,Zone 5,3,0,4,4656,Rented,57,0,0,1,168,26.0,15,0,B,4,25,19107
Rural,Large,North,Zone 5,6,0,3,5066,Rented,19,0,0,0,179,20.0,22,1,B+,4,14,26076
Rural,Small,West,Zone 6,1,0,4,5247,Rented,15,0,0,1,146,36.0,20,0,B+,5,9,24077
Rural,Small,South,Zone 1,3,0,2,5439,Company Owned,57,0,0,1,85,25.0,5,0,B,3,16,6124
Rural,Mid,South,Zone 4,0,2,2,4166,Company Owned,35,0,0,1,130,31.0,23,0,C,5,26,30056
Rural,Large,North,Zone 6,0,0,3,3590,Company Owned,21,0,0,1,189,34.0,24,0,C,4,28,30098
Rural,Mid,South,Zone 4,5,1,2,5146,Rented,39,0,0,1,110,30.0,5,0,A,1,20,7109
Rural,Large,West,Zone 6,1,0,4,4380,Company Owned,65,0,0,1,68,30.0,14,0,B+,4,23,16116
Rural,Mid,West,Zone 4,0,0,2,6234,Company Owned,41,0,0,1,115,26.0,13,0,A,5,11,19135
Rural,Large,North,Zone 6,1,0,4,5188,Company Owned,26,1,0,1,252,40.0,7,0,A,2,23,9145
Rural,Mid,West,Zone 3,0,0,3,4717,Company Owned,59,0,0,1,108,43.0,24,0,B,4,19,28089
Rural,Mid,North,Zone 2,5,4,3,4331,Rented,17,1,0,1,170,37.0,20,0,B+,4,12,23113
Rural,Large,North,Zone 5,7,0,2,4123,Rented,66,0,0,1,263,26.0,4,0,B+,2,17,4150
Rural,Large,North,Zone 5,8,0,4,4910,Rented,39,0,0,0,202,27.0,8,0,B+,1,25,10069
Rural,Mid,West,Zone 4,4,0,2,6601,Rented,58,0,0,1,117,26.0,26,0,C,3,26,32088
Rural,Mid,North,Zone 3,0,0,2,7072,Rented,22,0,0,1,105,28.0,33,0,B,3,27,40101
Rural,Mid,West,Zone 4,1,0,4,4482,Rented,67,0,0,0,224,19.0,21,0,C,6,11,29074
Rural,Mid,South,Zone 3,5,0,2,5544,Company Owned,65,0,0,0,111,22.0,24,1,B+,2,19,28093
Rural,Small,West,Zone 6,5,0,3,6297,Rented,56,0,0,1,167,29.0,11,0,B,6,9,13060
Rural,Mid,West,Zone 3,3,1,4,4319,Company Owned,29,0,0,1,157,14.0,19,0,B,2,19,22108
Urban,Mid,North,Zone 3,7,0,2,4628,Rented,19,0,0,1,235,47.0,13,0,B,6,27,16114
Rural,Large,North,Zone 6,6,0,4,5601,Rented,43,0,0,1,216,29.0,9,1,B,5,29,12137
Rural,Small,North,Zone 1,4,0,3,5006,Company Owned,57,0,0,1,120,24.0,25,1,A,3,3,32114
Rural,Small,West,Zone 1,6,0,4,4880,Rented,31,0,0,0,188,19.0,28,1,A,6,3,39132
Rural,Mid,North,Zone 4,6,3,4,4845,Rented,20,0,0,0,161,19.0,5,0,C,2,26,6067
Rural,Mid,South,Zone 2,0,1,2,4681,Rented,31,0,0,0,147,21.0,17,0,A,5,1,21118
Rural,Large,West,Zone 6,1,0,3,5541,Company Owned,28,0,0,0,116,23.0,5,0,C,3,23,7117
Rural,Mid,West,Zone 2,1,0,5,5075,Company Owned,34,0,0,0,188,30.0,12,0,B,3,1,14062
Rural,Large,North,Zone 6,7,0,4,5848,Company Owned,50,0,0,1,117,29.0,26,0,B,4,6,33135
Rural,Large,North,Zone 6,5,1,4,6988,Rented,18,0,0,1,163,29.0,11,1,B,2,6,14134
Rural,Small,South,Zone 6,5,3,2,4317,Company Owned,19,0,0,1,85,30.0,29,1,B+,3,15,35074
Rural,Mid,South,Zone 2,5,0,3,4511,Company Owned,46,0,0,1,202,33.0,11,1,C,2,32,15140
Rural,Large,North,Zone 6,4,0,2,4117,Rented,52,0,0,0,271,33.0,6,1,A+,3,28,7082
Rural,Mid,North,Zone 3,0,3,1,5907,Company Owned,48,0,1,1,157,22.0,24,0,B+,3,27,28137
Urban,Large,North,Zone 6,7,3,3,4712,Company Owned,20,0,0,1,165,27.0,27,1,A,2,23,36073
Rural,Large,North,Zone 5,5,1,3,3974,Rented,68,0,1,1,84,32.0,6,0,B,3,5,7132
Rural,Mid,West,Zone 3,3,1,4,5223,Rented,54,0,0,1,197,28.0,5,0,B,2,19,5124
Rural,Large,West,Zone 5,3,0,5,4056,Rented,63,0,0,1,134,22.0,25,0,B+,5,10,28125
Rural,Large,North,Zone 6,5,1,4,3637,Rented,64,0,0,0,176,30.0,30,1,A+,3,6,39073
Rural,Small,North,Zone 6,4,3,4,3251,Rented,50,0,0,1,65,44.0,11,1,B,4,9,13134
Rural,Large,North,Zone 6,4,0,4,4746,Rented,20,1,1,1,241,33.0,28,1,A+,6,28,39102
Rural,Mid,West,Zone 4,8,1,2,9237,Company Owned,40,0,0,1,269,24.0,17,0,A,4,26,22077
Rural,Mid,West,Zone 4,4,2,5,5135,Rented,22,0,0,0,241,32.0,4,0,C,3,26,5084
Rural,Mid,North,Zone 3,5,0,3,6173,Company Owned,70,0,0,1,232,40.0,5,0,C,3,27,6091
Rural,Small,West,Zone 6,0,0,4,4447,Company Owned,17,0,0,0,241,24.0,5,0,C,1,9,7096
Rural,Small,West,Zone 1,6,0,4,6910,Company Owned,22,0,0,1,131,44.0,12,0,B+,4,30,14122
Rural,Large,West,Zone 6,1,0,4,3728,Rented,27,0,0,0,94,20.0,22,0,A+,3,23,30117
Rural,Mid,West,Zone 4,3,0,2,6983,Company Owned,58,0,0,0,147,21.0,6,0,C,1,11,8098
Rural,Large,South,Zone 6,2,3,2,7384,Rented,60,0,0,1,225,30.0,14,0,B,2,29,16079
Rural,Large,North,Zone 6,4,0,2,5326,Company Owned,52,0,0,1,102,24.0,17,0,B+,3,28,21079
Rural,Small,North,Zone 1,7,1,3,7081,Company Owned,61,0,0,1,172,22.0,21,0,B+,4,30,25112
Urban,Large,West,Zone 5,6,0,4,3985,Rented,32,0,0,0,156,22.0,18,0,A,5,14,24074
Rural,Large,North,Zone 6,1,0,2,5283,Rented,26,0,0,1,69,39.0,6,0,A+,5,28,8144
Rural,Large,North,Zone 6,5,1,2,3692,Company Owned,45,0,0,1,239,29.0,22,0,A,4,6,29149
Rural,Mid,West,Zone 3,8,0,4,4384,Company Owned,42,0,0,1,149,34.0,4,0,B+,2,19,4113
Rural,Mid,East,Zone 3,8,1,2,5353,Company Owned,29,0,0,1,188,30.0,15,1,B,6,27,19122
Rural,Mid,South,Zone 2,8,0,2,5659,Company Owned,26,0,0,0,232,20.0,24,0,B+,4,12,30070
Rural,Large,North,Zone 6,1,1,2,4790,Rented,28,0,0,1,143,28.0,9,0,B,2,28,11093
Rural,Small,North,Zone 1,3,1,4,4749,Rented,23,0,0,0,80,35.0,26,0,C,6,21,33079
Rural,Small,North,Zone 6,8,0,2,6171,Company Owned,27,1,0,1,213,28.0,19,0,B+,2,13,22138
Rural,Large,West,Zone 5,3,1,3,5201,Company Owned,59,0,0,1,256,25.0,27,0,C,6,25,35056
Rural,Large,North,Zone 6,6,0,3,4894,Company Owned,45,0,0,0,214,23.0,35,0,A,4,23,47150
Rural,Large,North,Zone 6,2,0,2,3990,Company Owned,42,0,0,1,184,30.0,25,1,B+,3,29,29093
Rural,Large,North,Zone 6,6,0,2,5846,Company Owned,48,0,0,1,189,31.0,15,1,A,5,23,19132
Rural,Large,West,Zone 5,3,0,3,4383,Rented,17,0,0,0,156,16.0,16,1,A+,6,14,20077
Rural,Mid,South,Zone 3,4,0,2,5305,Rented,29,0,0,0,61,20.0,6,1,A,3,27,8056
Rural,Small,North,Zone 6,8,0,4,4403,Company Owned,47,0,1,1,239,27.0,23,1,A,3,13,30108
Rural,Small,North,Zone 1,7,4,3,6543,Company Owned,60,0,0,1,204,37.0,25,0,A,4,31,33131
Rural,Large,South,Zone 5,8,0,2,5155,Company Owned,34,0,0,0,215,19.0,13,1,A+,6,25,17150
Rural,Mid,South,Zone 2,4,1,2,4739,Rented,68,0,0,0,190,23.0,22,0,B,3,32,25070
Rural,Mid,West,Zone 2,6,2,2,4597,Company Owned,29,0,0,1,130,31.0,4,0,B,2,12,5133
Rural,Large,North,Zone 6,7,0,2,3369,Rented,64,0,0,0,264,29.0,38,1,A,6,6,54108
Rural,Small,South,Zone 1,5,0,2,4578,Company Owned,42,0,0,1,171,43.0,4,0,C,3,21,5115
Rural,Small,South,Zone 6,7,1,2,7105,Company Owned,64,1,0,1,226,37.0,20,0,A,1,2,26104
Rural,Mid,West,Zone 4,6,1,4,4071,Company Owned,33,0,0,0,134,33.0,27,0,B,3,26,32105
Rural,Small,North,Zone 1,8,0,4,2735,Rented,19,1,0,1,88,38.0,9,0,C,6,3,13115
Rural,Mid,North,Zone 3,5,3,3,3460,Company Owned,41,0,0,1,188,30.0,11,0,B+,2,19,13055
Rural,Large,North,Zone 6,5,0,1,5237,Rented,18,0,0,1,250,29.0,25,0,A,2,28,31088
Rural,Mid,South,Zone 4,5,1,3,3527,Rented,45,0,0,0,154,17.0,28,0,B,4,11,34138
Urban,Large,West,Zone 6,0,0,2,6514,Company Owned,33,0,0,0,246,20.0,10,0,B,6,6,11113
Rural,Large,North,Zone 6,5,0,2,5661,Rented,46,1,0,1,204,24.0,18,0,C,3,23,25108
Rural,Mid,West,Zone 3,0,0,4,4325,Company Owned,55,0,0,1,58,27.0,12,0,B,2,19,14059
Rural,Mid,North,Zone 2,1,0,3,4227,Company Owned,28,0,0,1,271,26.0,34,0,A+,5,12,46109
Rural,Large,North,Zone 6,1,2,4,2044,Rented,54,0,0,0,98,22.0,7,0,B,2,28,9116
Rural,Small,West,Zone 6,1,0,7,5138,Company Owned,39,0,0,1,63,25.0,39,0,B+,2,8,49089
Rural,Small,North,Zone 6,4,0,4,6319,Rented,21,0,0,0,263,24.0,15,1,B+,5,9,18106
Rural,Large,West,Zone 6,6,0,4,4092,Rented,36,0,0,1,149,28.0,25,0,B+,3,6,29144
Rural,Mid,West,Zone 4,2,0,4,4647,Company Owned,69,0,0,0,158,22.0,10,0,A+,5,11,13106
Rural,Large,West,Zone 6,4,5,5,3715,Company Owned,36,0,0,0,210,28.0,14,0,B+,2,23,17063
Rural,Mid,West,Zone 2,5,0,3,5198,Company Owned,69,1,0,1,210,28.0,5,1,A+,2,12,7113
Rural,Mid,North,Zone 2,7,2,2,5417,Rented,37,0,0,0,135,26.0,18,1,B,4,22,21137
Rural,Small,South,Zone 1,1,0,2,4459,Company Owned,41,0,0,1,155,34.0,17,0,A+,3,21,24128
Rural,Mid,North,Zone 3,8,0,4,6030,Company Owned,45,1,0,1,222,38.0,18,0,A,4,27,23135
Rural,Large,West,Zone 6,1,0,4,6891,Company Owned,27,0,0,1,140,22.0,13,0,A+,2,23,18086
Rural,Small,South,Zone 1,0,2,2,4927,Company Owned,59,0,0,1,163,26.0,6,0,C,3,21,8071
Rural,Large,North,Zone 6,6,2,4,4409,Rented,31,0,0,1,185,39.0,20,0,A,2,28,25140
Rural,Mid,West,Zone 4,4,0,4,5010,Company Owned,44,0,0,1,113,26.0,25,1,A+,5,11,32079
Rural,Mid,North,Zone 2,5,4,2,4212,Rented,58,0,0,1,210,37.0,18,1,B,4,12,21139
Rural,Mid,South,Zone 4,7,1,2,7165,Company Owned,55,0,0,0,236,21.0,6,1,A+,2,26,8137
Rural,Mid,North,Zone 4,3,0,3,4655,Rented,38,0,0,0,239,32.0,7,0,C,1,26,8131
Rural,Mid,West,Zone 4,3,0,2,6873,Company Owned,19,0,0,0,146,31.0,5,0,A,1,11,7072
Rural,Large,North,Zone 5,0,1,4,4307,Rented,20,0,0,1,174,30.0,19,0,A+,1,25,24056
Rural,Large,West,Zone 5,6,0,3,3602,Rented,27,0,0,1,82,32.0,38,0,B+,2,10,48087
Rural,Small,West,Zone 1,8,2,4,5097,Rented,70,0,0,0,195,23.0,7,1,A+,2,30,10122
Rural,Large,South,Zone 5,4,3,2,4750,Rented,61,0,0,0,167,13.0,21,1,A+,4,10,28101
Rural,Mid,West,Zone 4,2,0,3,4273,Company Owned,52,0,0,0,181,27.0,23,0,B,2,26,27060
Rural,Mid,West,Zone 2,0,2,2,2693,Company Owned,39,1,0,1,268,30.0,7,0,B,3,12,8060
Rural,Mid,West,Zone 3,6,0,4,4518,Rented,29,1,0,1,149,45.0,25,0,A,5,19,32128
Rural,Mid,North,Zone 4,6,0,3,3959,Rented,32,0,0,0,99,17.0,26,0,B+,4,26,30105
Rural,Large,North,Zone 5,8,1,2,4693,Company Owned,23,1,1,1,96,45.0,6,1,C,2,14,9122
Rural,Small,South,Zone 6,5,0,3,4733,Company Owned,51,0,0,1,161,27.0,15,0,B+,4,9,19104
Rural,Mid,West,Zone 4,1,0,4,4363,Rented,67,0,0,0,138,21.0,9,0,A,2,11,12064
Rural,Large,North,Zone 5,1,1,3,4260,Company Owned,47,0,0,1,245,25.0,23,0,A,3,17,30078
Rural,Mid,South,Zone 3,6,0,2,5625,Rented,16,0,0,0,245,17.0,17,0,B,2,19,22112
Rural,Mid,West,Zone 2,2,0,2,4640,Company Owned,65,0,0,0,63,22.0,33,1,C,6,12,44091
Rural,Mid,West,Zone 2,8,0,1,3022,Rented,57,0,0,1,227,28.0,32,0,A,6,12,44059
Rural,Mid,North,Zone 3,2,0,3,4098,Rented,46,0,0,1,203,33.0,5,0,B+,5,19,6063
Rural,Small,South,Zone 1,4,0,2,5239,Rented,59,0,0,0,239,21.0,29,1,B+,4,21,35127
Rural,Mid,South,Zone 3,1,0,3,3959,Rented,60,0,0,0,85,20.0,18,0,B+,5,19,20088
Rural,Mid,West,Zone 4,4,0,2,5238,Company Owned,44,0,0,1,216,29.0,9,1,B,4,11,12116
Rural,Small,North,Zone 6,7,3,2,3995,Rented,16,0,0,1,108,32.0,6,1,C,2,9,8132
Rural,Small,North,Zone 1,5,0,3,4000,Rented,66,0,0,1,117,27.0,30,0,A,5,30,40115
Rural,Small,North,Zone 1,6,2,4,4443,Rented,57,0,0,1,71,23.0,31,1,C,3,3,41082
Rural,Mid,North,Zone 4,6,0,3,5195,Company Owned,25,0,0,1,228,28.0,17,1,B,4,26,22080
Rural,Large,North,Zone 5,6,0,6,4076,Company Owned,38,0,0,1,170,49.0,23,0,A,4,17,31118
Rural,Large,South,Zone 5,6,0,2,4173,Company Owned,69,0,1,1,104,32.0,26,0,B+,2,14,30131
Rural,Large,West,Zone 5,4,1,2,4812,Rented,59,0,0,1,64,32.0,9,0,A,5,10,12114
Rural,Large,West,Zone 5,3,4,4,4071,Company Owned,27,0,0,1,127,36.0,23,0,A,5,10,29086
Urban,Large,North,Zone 6,3,1,2,4813,Company Owned,41,0,0,0,97,19.0,30,1,A+,2,23,40055
Urban,Large,North,Zone 6,0,0,2,5377,Company Owned,46,0,0,1,145,31.0,23,0,B+,5,23,27147
Rural,Large,North,Zone 5,6,0,2,5005,Company Owned,66,0,0,0,104,22.0,6,1,A,5,24,8108
Rural,Large,West,Zone 5,7,0,4,4641,Rented,44,0,0,0,245,29.0,10,1,A+,2,10,14134
Rural,Large,North,Zone 6,1,0,2,4387,Rented,49,0,0,1,177,24.0,10,0,B,2,28,12143
Rural,Small,West,Zone 6,7,0,4,6867,Company Owned,38,0,0,1,147,31.0,25,1,A+,4,15,32082
Rural,Large,West,Zone 6,4,0,2,6319,Company Owned,49,0,0,1,141,28.0,4,1,B+,2,23,5069
Rural,Mid,South,Zone 3,0,0,1,3899,Company Owned,23,0,0,1,232,36.0,18,0,B,6,19,21101
Rural,Mid,North,Zone 2,8,0,4,6012,Company Owned,49,0,0,1,127,24.0,28,0,B,2,18,35112
Rural,Large,West,Zone 6,1,3,4,5828,Rented,46,0,0,0,223,55.0,12,0,C,5,23,15059
Urban,Large,North,Zone 6,4,0,3,4208,Company Owned,44,0,0,1,131,21.0,24,0,A,3,29,33091
Rural,Mid,North,Zone 2,5,2,4,4972,Company Owned,65,0,0,1,85,41.0,19,0,C,3,12,24101
Rural,Mid,North,Zone 3,1,0,2,6072,Company Owned,65,1,0,1,204,37.0,22,0,C,5,27,29072
Rural,Mid,South,Zone 2,0,3,2,5717,Rented,66,0,0,1,229,20.0,4,0,B+,4,1,4066
Rural,Small,West,Zone 1,4,0,3,4265,Company Owned,65,0,0,1,238,23.0,20,0,C,4,3,25149
Rural,Mid,North,Zone 3,5,1,3,4285,Rented,24,0,0,1,262,29.0,18,0,B+,3,27,22095
Rural,Large,West,Zone 6,0,0,4,4338,Company Owned,58,0,0,0,229,25.0,27,0,A,5,23,35102
Rural,Mid,West,Zone 4,1,0,3,4581,Company Owned,49,0,0,1,231,31.0,5,0,A,1,26,6131
Rural,Small,North,Zone 6,7,0,3,3291,Company Owned,70,0,0,0,122,22.0,6,0,B+,1,9,7144
Rural,Mid,South,Zone 3,7,1,2,4134,Company Owned,57,0,0,0,163,27.0,17,0,C,4,19,22071
Rural,Mid,West,Zone 4,6,0,4,4337,Rented,22,0,0,1,123,30.0,23,1,A+,2,11,29064
Rural,Mid,North,Zone 4,6,2,2,5385,Company Owned,49,0,0,1,145,23.0,17,1,A,6,26,23105
Urban,Mid,North,Zone 4,3,0,2,6341,Company Owned,61,0,0,1,223,18.0,9,0,B,5,26,11080
Rural,Large,North,Zone 6,8,1,2,5422,Rented,32,0,0,0,115,24.0,15,1,A,6,23,20072
Urban,Large,West,Zone 6,0,1,4,4059,Company Owned,29,0,0,1,208,17.0,5,0,C,1,23,7090
Rural,Large,North,Zone 6,8,0,2,4324,Company Owned,70,0,0,0,137,26.0,19,1,A+,5,28,27102
Rural,Large,North,Zone 6,1,2,2,5255,Rented,67,0,0,1,140,29.0,26,0,A,6,23,33142
Rural,Large,North,Zone 5,4,0,3,4012,Company Owned,65,1,0,1,196,28.0,13,1,B+,3,24,16137
Rural,Mid,North,Zone 2,1,0,2,5792,Rented,24,0,0,0,198,20.0,25,0,A+,2,1,31126
Rural,Small,South,Zone 1,1,0,2,3532,Company Owned,50,1,0,1,142,26.0,23,0,B,6,21,29122
Urban,Large,North,Zone 6,3,0,2,4677,Rented,25,0,0,1,152,35.0,16,1,A,2,28,21089
Rural,Large,North,Zone 5,7,0,2,5577,Rented,33,0,0,0,268,18.0,25,1,A+,6,14,32123
Rural,Mid,North,Zone 4,6,1,2,4914,Rented,21,0,0,0,69,21.0,33,0,B+,3,26,40091
Rural,Large,South,Zone 5,1,4,2,6496,Company Owned,38,0,0,1,250,31.0,22,1,B,5,14,26136
Rural,Mid,West,Zone 3,5,1,5,4451,Rented,50,0,0,0,114,17.0,34,0,C,5,19,44057
Rural,Large,North,Zone 6,1,2,4,4197,Rented,68,0,0,0,240,17.0,16,0,B,5,6,19106
Rural,Mid,North,Zone 3,7,1,4,5617,Rented,49,1,0,1,239,28.0,35,1,A+,4,19,46080
Rural,Small,South,Zone 1,3,1,4,3245,Rented,46,1,0,1,106,27.0,23,1,C,5,31,31142
